latitude,longitude,taken_date,t2m,d2m,tp
57,55.75,2017-08-07,289.209,285.314,0.846355
53,51,2017-08-09,294.161,282.946,0.226025
53,55.75,2017-08-07,292.219,284.849,0
53.75,54.25,2017-08-09,290.299,282.66,0.777065
53.5,53.75,2017-08-11,290.657,283.02,0
54.25,53.5,2017-08-10,285.613,280.055,0.0379448
54.5,50.75,2017-08-13,288.836,283.153,1.87749
54.25,55.25,2017-08-13,287.768,281.214,5.41306
55.5,55,2017-08-13,287.869,280.55,3.83748
54.75,50.5,2017-08-11,291.451,283.823,0
55.25,55.25,2017-08-09,289.665,282.676,1.81645
56.5,48,2017-08-13,288.143,283.989,0.432251
56.25,52.75,2017-08-12,290.069,284.141,1.43039
56.25,53,2017-08-07,290.748,286.029,0.854607
56.5,49.5,2017-08-13,287.57,282.324,0.315117
56.5,47,2017-08-12,290.644,285.835,1.48648
56.75,56,2017-08-12,287.5,285.189,0.638481
56.75,55.25,2017-08-08,289.527,285.381,0.122086
56.5,53.25,2017-08-12,289.763,284.31,1.61847
54,47.75,2017-08-13,290.049,284.285,0.625282
57,47.5,2017-08-09,288.165,285.292,0.174881
57,53.75,2017-08-07,290.211,286.309,0.313465
57,54,2017-08-10,285.437,282.64,0.252422
54.25,52.5,2017-08-09,289.44,283.645,1.09713
54.25,50.75,2017-08-10,289.117,282.711,0.0428963
54.5,54.25,2017-08-12,290.007,284.702,1.60362
54.5,49.75,2017-08-11,291.822,284.48,0
54.5,55.25,2017-08-10,285.462,277.808,0.00329971
54.5,53.5,2017-08-13,288.453,281.938,0.922249
55,53.75,2017-08-11,291.163,283.863,0
55.75,54.25,2017-08-09,289.798,283.103,1.40234
55.25,52.5,2017-08-13,287.375,281.799,1.03444
56,51.5,2017-08-10,289.093,283.691,0.311817
56.75,51,2017-08-11,288.998,286.582,1.8445
53.25,48,2017-08-11,292.471,284.092,0.0197983
53.75,47.75,2017-08-10,289.725,281.273,0.0445442
53.25,49.5,2017-08-11,293.333,284.758,0
54.25,54.75,2017-08-08,291.474,288.287,0
54,52.5,2017-08-12,290.424,284.737,0.27882
54.5,55,2017-08-13,287.074,280.759,6.40955
55,55.75,2017-08-11,289.342,284.473,0
55.25,47.75,2017-08-12,291.023,284.819,0.0313454
53.25,48.75,2017-08-10,289.243,284.931,0
56.5,49.25,2017-08-07,290.845,288.067,0.63023
56.5,54.5,2017-08-12,288.962,285.498,1.35945
56.75,47.5,2017-08-11,290.54,288.4,0.214478
56.75,54.75,2017-08-13,285.301,280.549,3.21714
55.5,50.75,2017-08-13,288.628,283.349,0.808411
56,49.25,2017-08-11,291.297,286.063,0.399258
53.5,52.5,2017-08-11,293.504,282.991,0
53.75,49.25,2017-08-07,294.645,287.503,0
53.75,54.5,2017-08-12,289.291,284.349,0.300266
55.5,50.25,2017-08-11,293.331,285.186,0.110538
54.25,50,2017-08-08,290.973,287.751,0
55,48.5,2017-08-07,292.514,286.381,0.00164795
55,48.75,2017-08-12,291.065,285.114,0.527943
55.25,54.5,2017-08-10,284.967,278.848,0.0280457
56.5,47.75,2017-08-10,288.121,285.094,0.252422
56.25,47.75,2017-08-09,289.243,285.694,0.00494766
56.25,48.25,2017-08-11,292.075,286.909,0.273869
56.75,50,2017-08-13,287.204,282.219,0.384407
57,52.5,2017-08-07,289.978,286.291,1.46339
54.5,51.25,2017-08-13,288.091,282.798,1.58218
53,52.5,2017-08-07,292.223,285.647,0
53.25,49.25,2017-08-08,291.958,286.799,0
54.5,47,2017-08-09,289.757,284.826,4.51225
55.75,47,2017-08-12,291.091,285.473,0.758915
55.75,48,2017-08-13,288.862,284.419,0.478447
54.5,52.75,2017-08-10,288.174,281.932,0.0181465
54.5,53.25,2017-08-09,289.121,282.935,0.910698
54.75,47,2017-08-08,290.014,287.742,0
54.75,53.25,2017-08-08,289.673,285.818,0
55.25,48.5,2017-08-08,290.281,285.836,0
55.5,54.5,2017-08-09,290.296,282.75,2.98452
55.75,49.5,2017-08-13,288.095,282.698,0.704472
55.75,53.25,2017-08-12,290.768,286.018,1.3644
56,48,2017-08-08,290.666,286.492,0.107239
56,49.5,2017-08-08,290.821,285.268,0.0874405
56.75,48.5,2017-08-09,288.296,285.296,0.245823
56,51.75,2017-08-10,288.937,283.442,0.0610428
53.75,48,2017-08-13,289.54,284.133,0.542789
53,48.5,2017-08-11,293.053,285.257,0.0148468
53.75,47,2017-08-12,290.979,284.016,0.0544434
53.75,53.25,2017-08-12,290.527,284.708,0.0725937
53.75,49.5,2017-08-13,291.214,284.483,1.24066
54.25,52.75,2017-08-13,287.708,282.287,1.41884
54,53.75,2017-08-12,289.921,284.594,0.259022
54.25,51,2017-08-07,291.461,287.173,0.0280457
54.25,51.25,2017-08-10,288.437,282.83,0.0148468
54.25,49,2017-08-08,291.84,289.162,0
54.5,50.25,2017-08-11,291.308,285.112,0
54.25,55.75,2017-08-09,289.557,282.552,1.04763
54.75,48.5,2017-08-10,290.037,283.166,0.178181
55.25,55.75,2017-08-13,286.888,281.273,4.98575
55.25,47,2017-08-10,287.735,284.985,0.300266
55.25,53.25,2017-08-10,289.437,281.776,0.0428963
55.25,52.75,2017-08-09,289.796,282.547,2.60506
56.25,55.25,2017-08-12,288.581,285.792,0.955246
56.25,55.5,2017-08-07,289.487,286.797,0.483398
56.25,54.25,2017-08-10,285.203,281.167,0.0197983
56.25,56,2017-08-08,288.641,286.951,0.415752
56.75,49,2017-08-13,287.186,281.879,0.53619
56.5,54.25,2017-08-09,287.087,280.356,0.552689
53.5,48.5,2017-08-07,291.979,286.716,0
56.75,52.75,2017-08-08,289.419,285.085,0.0115471
53.5,48.75,2017-08-12,292.723,285.925,0.395958
54,49.5,2017-08-10,289.292,286.185,0.0181465
54,55.75,2017-08-12,289.274,285.536,0.0841408
54,51.75,2017-08-08,290.686,285.507,0
54,48,2017-08-10,289.19,281.844,0.0164986
54.25,53.75,2017-08-09,288.76,283.121,1.48154
54.25,47.5,2017-08-07,291.395,286.666,0
54.75,54.5,2017-08-08,290.194,287.311,0
54.5,54.5,2017-08-09,289.574,282.172,1.22087
54.75,52.25,2017-08-13,286.3,282.213,1.08228
55,52.5,2017-08-11,290.317,284.092,0.00659943
55.5,51.25,2017-08-13,288.26,282.642,0.882652
55.25,53.75,2017-08-13,288.43,280.871,3.27159
55.5,47,2017-08-09,289.52,285.233,0.366261
55.5,53.25,2017-08-09,290.123,283.08,3.04557
55.5,52.75,2017-08-10,290.211,282.307,0.103939
53.25,47,2017-08-09,292.032,282.642,0.99979
55.75,49.25,2017-08-07,292.962,287.789,0.0478439
55.75,54.5,2017-08-12,289.103,286.142,1.15322
56,52.25,2017-08-12,290.246,284.347,1.39245
57,48.5,2017-08-11,290.222,287.575,0.417404
54,49,2017-08-07,296.077,292.126,0
53.25,51.25,2017-08-13,291.785,284.989,1.98638
53.25,52.75,2017-08-10,288.648,279.304,0
53.25,53.25,2017-08-09,292.188,283.182,0.661575
54,51,2017-08-08,290.957,286.836,0
54.25,47.75,2017-08-11,290.835,283.905,0.00329971
54.25,48.25,2017-08-09,291.328,284.54,1.82965
54.5,49.25,2017-08-08,291.246,289.131,0
54.75,49.25,2017-08-09,291.381,285.506,2.83109
55.25,48.25,2017-08-13,289.143,284.187,0.27882
55,52.75,2017-08-12,289.897,285.08,0.666527
55,53,2017-08-07,291.766,285.398,0.00659943
55.75,55,2017-08-11,289.57,285.016,0
53,56,2017-08-13,287.731,283.384,4.37202
57,51.5,2017-08-09,288.259,281.919,0.0329971
57,56,2017-08-13,285.677,280.515,9.67949
53,51.5,2017-08-09,294.018,282.987,0.27882
54,48.25,2017-08-12,291.335,284.531,0.240875
53.75,50.75,2017-08-11,293.345,282.761,0
55.25,53,2017-08-08,289.353,286.556,0.0280457
54,47.5,2017-08-08,290.517,289.277,0
54.75,52,2017-08-13,286.708,282.173,0.798512
54.25,51.75,2017-08-07,290.822,287.263,0.0164986
54.5,48.75,2017-08-10,293.535,286.117,0.105587
54.75,47.25,2017-08-13,289.224,284.632,1.23736
55.75,53.5,2017-08-11,291.275,284.874,0
55.75,49.75,2017-08-13,288.05,282.691,0.923897
56,47.25,2017-08-12,291.348,285.545,0.684673
56,52,2017-08-12,289.921,284.437,1.03114
56.5,50.25,2017-08-13,287.263,282.208,0.384407
56,49.75,2017-08-08,290.61,285.204,0.0280457
53,53,2017-08-11,292.12,283.115,0
56.75,53,2017-08-09,287.888,280.586,0.0593948
53.75,53.5,2017-08-11,291.741,282.727,0
53.25,54.5,2017-08-09,290.894,282.16,3.28479
53.75,49.75,2017-08-13,290.67,284.436,1.59538
54,50,2017-08-07,292.123,286.286,0.00659943
54.25,48.75,2017-08-13,291.319,285.701,3.20395
55.25,48.75,2017-08-09,290.289,285.109,2.55557
54.75,53,2017-08-10,289.209,281.758,0.0527954
55.75,50.75,2017-08-11,291.529,282.946,0.0989876
55.5,49.25,2017-08-08,291.465,286.384,0
56,50.5,2017-08-09,289.077,284.893,0.0511436
56,51,2017-08-10,288.934,283.936,0.671474
56,51.25,2017-08-07,291.458,286.806,0.0791893
56.25,55.75,2017-08-11,288.125,286.289,0
56.5,51.25,2017-08-11,289.323,285.784,0.735821
56.75,48.75,2017-08-08,289.026,285.577,0.0296974
53,54.75,2017-08-12,289.825,287.479,0.0115471
56.75,51.5,2017-08-11,289.175,285.878,1.07073
57,54.75,2017-08-12,288.982,285.637,3.12641
53.25,50.25,2017-08-11,292.474,284.746,0
53.75,55,2017-08-11,290.057,283.12,0
53.5,52.75,2017-08-12,290.945,285.004,0.146835
53.5,53,2017-08-07,291.182,286.164,0
54,55.25,2017-08-11,290.379,283.021,0
54,49.75,2017-08-10,289.097,284.353,0.00824738
55.5,48.75,2017-08-10,288.805,285.106,0.156734
56,54,2017-08-09,288.3,282.038,0.841408
56,47.5,2017-08-10,287.897,284.874,0.234276
56.25,53.75,2017-08-11,290.745,284.402,0
53.25,55,2017-08-09,290.285,281.64,4.04041
56.75,49.25,2017-08-10,286.65,284.5,2.44998
57,53,2017-08-11,290.343,284.636,0.0115471
53,51.75,2017-08-13,290.794,284.797,1.88739
53.5,47.75,2017-08-13,289.49,283.819,0.803463
53.75,50.25,2017-08-09,291.928,283.649,0.0560951
55.75,47,2017-08-11,292.386,286.274,0.102287
55.25,51.5,2017-08-07,291.636,285.997,0.0164986
54.25,55.5,2017-08-08,291.712,289.369,0
54.25,56,2017-08-07,291.667,285.242,0.0742416
55.75,53.25,2017-08-11,291.416,285.027,0.0115471
56.25,51,2017-08-08,290.261,285.49,0.158382
56.25,49,2017-08-07,290.99,288.249,0.221077
53.25,53.5,2017-08-09,291.979,283.065,0.763866
56.5,50.5,2017-08-08,290.146,285.701,0.303566
56.75,55.5,2017-08-13,286.573,280.592,5.76447
53.75,54.5,2017-08-11,289.575,282.991,0
53.5,52.5,2017-08-12,291.225,285.147,0.503193
56.25,47.5,2017-08-08,290.477,286.308,0.125385
55,48.75,2017-08-11,291.195,285.005,0.0329971
55.5,50.25,2017-08-12,290.419,285.323,1.47824
55,51.5,2017-08-08,289.877,288.67,0
56.25,48.25,2017-08-12,290.117,285.323,1.15157
57,51.75,2017-08-13,285.958,281.996,1.12353
56.5,54,2017-08-08,289.811,285.236,0.0890884
53.5,48.75,2017-08-11,294.03,282.364,0
53.25,52.5,2017-08-10,289.548,279.618,0
53.5,51.5,2017-08-08,292.482,287.62,0
53.25,50.75,2017-08-09,293.044,283.332,0.0857887
54,55.75,2017-08-11,289.724,282.939,0
55,52.5,2017-08-12,289.899,285.094,0.582386
55.75,54.5,2017-08-11,290.301,284.451,0
56,52.25,2017-08-11,290.597,283.788,0.0329971
56.25,50,2017-08-07,290.512,287.368,0.270569
56.5,52.25,2017-08-07,290.177,285.667,1.06248
57,48.5,2017-08-12,288.579,284.941,1.14003
57,48.75,2017-08-07,290.369,286.118,1.15157
53,48.5,2017-08-12,293.133,285.848,0.415752
53,48.75,2017-08-07,295.726,288.768,0.00989914
53.75,47,2017-08-11,290.859,284.779,0.0115471
54,53.75,2017-08-11,290.619,283.119,0
53.75,53.25,2017-08-11,292.293,282.944,0
56.25,55.25,2017-08-11,289.057,285.363,0
54.5,50.25,2017-08-12,290.899,285.424,0.00329971
55,47.75,2017-08-13,289.211,284.521,0.44545
55.75,50.25,2017-08-09,289.195,284.823,0.374508
56.25,49.75,2017-08-10,287.228,284.446,1.47494
56.5,49.75,2017-08-09,288.657,285.399,0.0131989
54,48.25,2017-08-11,291.855,283.602,0.00164795
53.75,50.75,2017-08-12,291.43,285.229,0.00659943
54.75,53.5,2017-08-08,289.811,286.168,0
54.5,53.5,2017-08-09,289.068,282.929,1.08888
54,47.75,2017-08-09,290.714,283.907,2.08372
54.25,52.5,2017-08-13,287.654,282.364,1.37925
54.75,50.25,2017-08-07,292.495,286.394,0.0148468
55,54.75,2017-08-07,290.377,284.791,0.0874405
55.25,50.75,2017-08-10,289.351,284.206,0.336563
55.25,52.5,2017-08-09,289.657,282.551,3.05051
55.75,53.5,2017-08-12,290.363,286.225,1.55083
55.75,54.25,2017-08-13,288.567,280.762,3.75664
56,52,2017-08-11,290.081,283.564,0.130337
56,47.25,2017-08-11,292.91,286.518,0.115486
56.5,52,2017-08-07,290.501,285.856,1.11693
56,54.25,2017-08-08,289.68,287.541,0.138584
56,56,2017-08-10,284.452,278.806,0.123737
56.5,47.25,2017-08-07,290.735,288.076,0.453701
56.75,52.5,2017-08-08,289.378,285.174,0.0379448
54.5,55,2017-08-09,290.469,281.981,1.23077
53.5,50.25,2017-08-10,289.49,282.064,0
54.25,47.75,2017-08-12,290.456,284.388,0.333263
55,52.75,2017-08-11,290.535,284.069,0.00329971
54.75,55,2017-08-08,290.526,287.758,0
55.25,54.75,2017-08-08,290.038,286.07,0.0874405
55.5,52.5,2017-08-10,289.855,282.5,0.105587
55.75,55,2017-08-12,288.718,286.195,0.828209
55.5,50.75,2017-08-09,290.012,285.363,1.19942
53,47.5,2017-08-13,290.501,282.848,0.267269
56.75,54.75,2017-08-09,286.24,279.176,0.976692
53.25,50.25,2017-08-12,292.654,286.113,0
53,54.75,2017-08-11,290.172,283.07,0
53.75,55,2017-08-12,289.422,284.329,0.226025
53.5,52.75,2017-08-11,293.118,283.096,0
54,54.25,2017-08-10,285.158,278.141,0.0131989
54.75,54.75,2017-08-10,285.431,277.776,0.00164795
54,55.25,2017-08-12,289.726,284.413,0.199627
54,55.5,2017-08-07,290.917,285.754,0.0148468
54,56,2017-08-08,291.67,289.506,0
55,50.25,2017-08-10,288.133,284.043,0.0329971
55.25,55,2017-08-10,284.607,279.548,0.0511436
55.5,53.5,2017-08-09,290.16,283.215,2.66281
56.25,53.75,2017-08-12,289.72,285.009,1.85604
57,52.75,2017-08-07,289.781,286.126,1.93194
57,51,2017-08-13,286.581,282.81,0.465248
57,53,2017-08-12,288.699,284.351,0.668175
53,51,2017-08-13,292.433,285.043,0.638481
53,52.75,2017-08-07,292.006,285.621,0
53,53,2017-08-12,291.269,286.475,0
53.5,54.75,2017-08-07,290.353,285.65,0
53.75,53.5,2017-08-12,290.407,284.524,0.0742416
54.25,55.25,2017-08-09,290.402,282.221,1.41554
53.75,54.25,2017-08-13,288.063,282.506,5.09299
54.5,50.75,2017-08-09,290.661,284.353,1.21592
54.75,50.75,2017-08-08,290.68,289.257,0
54.5,52.5,2017-08-10,287.785,282.095,0.0280457
55.25,53.5,2017-08-10,287.863,281.307,0.0527954
56.25,51.75,2017-08-08,289.641,285.226,0.146835
55.25,55.25,2017-08-13,287.667,280.744,5.31076
55.5,55,2017-08-09,289.469,282.763,2.61991
56.25,49.5,2017-08-10,287.057,284.506,1.21427
55.75,50.75,2017-08-12,289.603,284.844,1.23901
56.25,48,2017-08-10,288.221,285.367,0.234276
56.5,48,2017-08-09,288.769,285.833,0.0560951
56.25,55.75,2017-08-12,288.149,286.052,0.595585
56.75,51.5,2017-08-12,288.85,284.391,0.819962
56.5,51.25,2017-08-12,289.299,284.631,0.951946
56.5,49.5,2017-08-09,288.665,285.452,0.0428963
57,47.5,2017-08-13,288.143,284.181,0.0907402
53.25,48.75,2017-08-11,293.658,284.599,0.00494766
57,54.75,2017-08-11,289.662,285.556,0
53.5,52.5,2017-08-10,289.998,280.866,0.00164795
53.25,51.5,2017-08-08,293.447,288.908,0
53.5,50.75,2017-08-09,292.57,283.504,0.0445442
55,53.5,2017-08-09,289.736,283.153,1.64817
54.5,54.75,2017-08-07,291.64,285.455,0.00989914
55.25,54.5,2017-08-11,290.79,283.328,0
55.5,50.25,2017-08-10,289.305,284.915,0.285419
56.5,47.75,2017-08-11,291.476,287.948,0.242523
56,47.75,2017-08-07,291.682,289.405,0.262321
56.25,48.25,2017-08-10,287.929,285.021,0.146835
56.5,48.25,2017-08-09,288.82,285.827,0.0379448
57,53.25,2017-08-08,289.093,285.418,0.00824738
56.75,55,2017-08-07,288.844,285.852,0.602184
57,47,2017-08-08,289.217,285.375,0.0395966
53.75,51.5,2017-08-07,292.105,286.243,0
53,53.25,2017-08-08,294.764,286.654,0
53,47,2017-08-08,290.243,285.258,0
54.5,52.75,2017-08-11,290.847,283.64,0
54.25,50.25,2017-08-13,288.646,284.827,2.07547
55,55,2017-08-09,289.676,282.422,0.71767
54.75,52.5,2017-08-07,290.239,286.138,0.0164986
56,51.75,2017-08-11,290.148,283.343,0.168282
55.25,50.25,2017-08-09,290.78,285.964,3.53061
56.5,51.75,2017-08-07,290.82,286.307,1.18292
53.5,55,2017-08-09,290.537,281.645,2.75685
56.75,50.25,2017-08-08,290.059,286.028,0.305218
56.75,53.5,2017-08-07,289.453,286.01,0.575787
53,48.5,2017-08-10,290.424,284.493,0
53.25,47.75,2017-08-13,289.802,283.517,0.81501
54.5,50.25,2017-08-10,289.194,283.679,0.00989914
54.25,51.25,2017-08-11,291.755,283.808,0
55.5,54.75,2017-08-07,289.618,286.806,0.871105
55.25,53.25,2017-08-11,291.7,283.865,0
54.75,48.5,2017-08-11,292.048,285.039,0.0197983
55.25,47,2017-08-11,291.509,285.747,0.0197983
55.75,51.5,2017-08-07,292.737,286.432,0.0148468
56,55.5,2017-08-09,286.715,280.036,1.09878
56.25,52,2017-08-08,289.616,285.006,0.140236
56.25,49.75,2017-08-12,289.152,284.887,0.938747
56.25,47.25,2017-08-08,290.691,286.453,0.214478
56.5,48.75,2017-08-13,287.647,282.671,0.508144
56.25,54.25,2017-08-11,290.422,284.422,0
56.75,50.75,2017-08-07,290.115,288.039,1.55413
57,52.25,2017-08-13,285.412,281.378,1.18622
53,52.25,2017-08-13,290.025,284.206,4.23013
57,54.5,2017-08-08,290.117,286.479,0.0131989
53.5,53.5,2017-08-09,291.99,282.906,0.508144
53,54.5,2017-08-08,293.812,287.515,0
53.25,52.5,2017-08-12,291.445,285.065,0
54,49.5,2017-08-11,292.842,287.072,0
55,50.75,2017-08-09,289.987,285.098,8.31179
54,48,2017-08-11,291.878,283.806,0.00494766
57,48.5,2017-08-10,286.8,284.808,2.57372
55,52.5,2017-08-10,289.599,282.274,0.0494957
55.5,52.75,2017-08-11,291.129,283.882,0.0115471
53,49.25,2017-08-09,293.202,284.502,0.237576
54,50.75,2017-08-13,289.604,284.455,1.61187
53.25,52.75,2017-08-11,292.562,282.637,0
53.5,50.25,2017-08-12,292.346,285.405,0
53.75,54.75,2017-08-08,291.818,287.862,0
54.25,47.75,2017-08-10,288.259,282.948,0.0445442
55.5,52.5,2017-08-12,290.296,284.857,0.551041
55.75,55,2017-08-10,284.972,279.803,0.0742416
56.25,52.25,2017-08-08,289.838,284.897,0.115486
56.5,50,2017-08-08,290.043,285.63,0.384407
56.25,54.5,2017-08-13,287.084,281.231,3.65435
57,52,2017-08-13,285.714,281.621,1.66632
57,47.25,2017-08-13,288.464,284.424,0.0923882
53,47.25,2017-08-13,290.281,282.727,0.178181
54.5,51.5,2017-08-08,290.281,286.789,0
53.75,50.75,2017-08-10,289.385,282.058,0
53,52,2017-08-13,290.278,284.54,1.7719
53.25,54.75,2017-08-07,290.68,285.331,0
53.75,52.5,2017-08-09,291.623,283.79,0.56094
54.5,48.75,2017-08-11,294.444,287.317,0.00329971
56,55.25,2017-08-08,288.095,286.271,0.333263
54.75,51.5,2017-08-09,290.36,284.175,2.30479
55.25,50.75,2017-08-12,290.555,285.151,0.948647
55.5,47.75,2017-08-13,289.344,284.137,0.381107
55.75,53.5,2017-08-10,288.461,283.426,0.0131989
55.75,55.25,2017-08-13,287.547,280.614,4.77952
54.75,56,2017-08-13,287.486,281.318,5.23817
56,56,2017-08-12,287.92,286.464,0.422352
53.75,55.25,2017-08-13,288.5,282.149,7.40934
57,49.25,2017-08-09,288.035,285.172,0.0890884
53.75,53.5,2017-08-10,285.933,278.741,0.00989914
53,53,2017-08-10,287.997,278.934,0
54.25,54.25,2017-08-09,288.514,282.57,2.69085
54,55,2017-08-13,288.576,281.497,6.67682
54.5,52.5,2017-08-12,289.611,284.887,1.24231
55.75,50.75,2017-08-10,288.607,284.014,0.131985
54.75,53,2017-08-11,290.528,284.323,0
55.25,53.5,2017-08-12,289.785,285.352,1.19117
55.25,54.25,2017-08-13,287.824,280.28,2.95483
55.75,52.5,2017-08-09,290.148,283.251,0.739117
56.25,47,2017-08-13,290.036,285.935,0.392658
56,51,2017-08-11,291.063,283.008,0.0445442
56.25,48,2017-08-12,290.418,285.463,0.950294
56.25,50.5,2017-08-07,289.825,287.115,0.133636
56.25,53.25,2017-08-13,287.639,281.01,1.62672
56.25,51.25,2017-08-09,288.936,283.277,0.339863
56.25,55.75,2017-08-10,284.884,278.291,0.526291
56.25,49.5,2017-08-12,289.311,284.863,1.08228
56.5,52.75,2017-08-13,286.899,280.918,0.696224
56.75,51.5,2017-08-10,287.142,284.342,0.0610428
56.5,49,2017-08-08,289.965,285.619,0.0940399
56.5,55.75,2017-08-09,285.603,278.445,1.87749
56.5,51,2017-08-07,290.195,287.699,1.43369
56.5,51.25,2017-08-10,287.581,284.529,0.199627
55.25,55,2017-08-12,289.846,285.82,2.39553
53.75,55,2017-08-10,286.574,276.73,0.00164795
54,49.75,2017-08-11,293.218,285.019,0
54,54.25,2017-08-12,289.074,284.249,1.43369
54,55.25,2017-08-10,286.384,277.207,0.00659943
54.5,47.75,2017-08-13,291.344,283.962,1.3479
54.75,54.75,2017-08-12,290.116,285.199,1.30171
53.25,50.25,2017-08-10,290.118,282.87,0
54,53.5,2017-08-13,288.027,282.433,4.89666
55,50.25,2017-08-12,290.852,285.041,0.572487
55.5,51.5,2017-08-08,290.179,287.663,0.00659943
55.5,48.75,2017-08-11,292.065,285.429,0.0742416
56,54.75,2017-08-13,287.659,280.428,2.742
55.75,54.75,2017-08-08,289.394,287.093,0.18478
56,47.5,2017-08-11,292.99,286.367,0.0610428
56.25,53.75,2017-08-10,286.162,281.228,0.0313454
56.25,54,2017-08-07,290.143,286.397,0.793564
56.5,47.5,2017-08-07,290.392,288.23,0.544441
56.5,53.75,2017-08-09,287.597,280.16,0.356361
54,52.25,2017-08-08,290.42,285.412,0
56.75,49.25,2017-08-11,290.175,287.135,0.942047
57,53,2017-08-10,287.672,283.286,0.270569
53.75,48.5,2017-08-08,289.743,286.423,0
54,54.5,2017-08-13,287.819,281.4,7.18826
54.25,47.25,2017-08-07,291.695,286.475,0
54.5,52.75,2017-08-12,289.816,284.802,0.729221
54.25,52,2017-08-07,290.829,287.232,0.0148468
54.5,53,2017-08-07,290.693,285.997,0.023098
55.75,47,2017-08-10,287.686,284.659,0.178181
54.75,51.75,2017-08-13,287.154,282.216,0.562588
55,49.25,2017-08-08,292.453,288.508,0
55.75,52.75,2017-08-09,290.432,283.574,0.702824
55.75,53.25,2017-08-10,289.802,283.845,0.0115471
56,49,2017-08-09,289.333,285.379,0.0791893
55.75,55.75,2017-08-13,286.776,280.924,8.26229
56,55.75,2017-08-08,288.153,286.32,0.65168
56.5,52.5,2017-08-13,286.5,280.878,1.05259
56.25,50.75,2017-08-13,287.47,282.095,0.587334
56,51.75,2017-08-12,289.926,284.574,1.54423
55,48.75,2017-08-10,289.277,284.115,0.108887
53.25,48.5,2017-08-07,293.515,287.427,0.00659943
53.25,48.75,2017-08-12,293.113,286.196,0.145184
53.75,54.5,2017-08-10,286.067,277.749,0
55.25,49.25,2017-08-07,295.105,289.559,0.0313454
55.75,53.75,2017-08-13,288.649,281.389,1.90554
55.25,54.5,2017-08-12,289.643,285.523,1.61352
53.25,52.5,2017-08-11,292.697,282.457,0
56,53.75,2017-08-08,290.292,287.069,0.0577431
56.5,47.75,2017-08-12,289.972,285.501,1.21757
53.5,48.75,2017-08-10,289.243,283.94,0.00989914
54,49.5,2017-08-12,291.87,286.594,0.287067
54,47,2017-08-13,288.507,284.332,0.613731
54,48,2017-08-12,291.326,284.223,0.227676
53.75,53.75,2017-08-13,288.368,282.283,7.10577
54,50.5,2017-08-07,291.402,287.234,0.0263977
54,51.25,2017-08-09,291.254,283.639,0.227676
54,53.25,2017-08-13,288.54,282.372,5.79746
54,55.75,2017-08-10,285.708,277.684,0.0494957
55.5,52.75,2017-08-12,290.53,284.978,0.0989876
55.5,53,2017-08-07,290.156,285.792,0.100639
56,50,2017-08-09,288.907,285.416,0.207878
55.75,54.5,2017-08-10,285.257,281.216,0.0379448
56.25,55,2017-08-13,286.958,280.367,4.08495
56,52.25,2017-08-10,289.334,282.726,0.0346451
53.75,47,2017-08-10,287.323,282.532,0.00989914
53.5,49.25,2017-08-08,291.911,286.603,0
53.75,52.75,2017-08-09,291.747,283.612,0.496593
53.75,53.25,2017-08-10,286.293,279.326,0.00824738
54,53.75,2017-08-10,285.086,279.063,0.00494766
53.75,55.75,2017-08-13,289.006,282.616,3.86222
54,54,2017-08-07,290.305,285.833,0
54.25,51.25,2017-08-12,290.365,284.856,0.678074
54.25,48,2017-08-09,290.624,284.052,2.54567
54.25,49.5,2017-08-09,291.165,284.598,0.341511
56.25,53.5,2017-08-13,287.591,280.901,1.10373
